person	Trial	Color	Direction	Subject Position (0-40)	Accuracy (0 OR 1)	condition
18	37	Y	N	5	0	table
18	38	G	S	0	1	table
18	39	G	N	0	1	table
18	40	R	S	0	1	table
18	41	B	S	-16	0	table
18	42	B	N	16	0	table
18	43	R	S	0	1	table
18	44	Y	S	-8	0	table
18	45	G	S	0	0	table
18	46	R	N	0	1	table
18	47	B	N	16	0	table
18	48	Y	S	-8	0	table
19	1	B	N	13	0	sudoku
19	2	B	S	14	1	sudoku
19	3	G	N	-5	1	sudoku
19	4	Y	N	5	0	sudoku
19	5	R	N	0	1	sudoku
19	6	Y	S	-4	0	sudoku
19	7	Y	S	-2	0	sudoku
19	8	G	N	0	1	sudoku
19	9	G	S	0	0	sudoku
19	10	R	N	0	1	sudoku
19	11	B	S	-16	0	sudoku
19	12	R	S	0	1	sudoku
19	13	R	N	0	1	sudoku
19	14	G	S	-3	0	sudoku
19	15	G	N	3	0	sudoku
19	16	R	N	0	1	sudoku
19	17	Y	N	-8	1	sudoku
19	18	B	S	-15	0	sudoku
19	19	Y	N	13	0	sudoku
19	20	R	S	0	1	sudoku
19	21	G	S	2	1	sudoku
19	22	B	N	15	0	sudoku
19	23	B	N	13	0	sudoku
19	24	Y	S	-4	0	sudoku
19	25	B	S	-15	0	sudoku
19	26	Y	S	4	1	sudoku
19	27	Y	S	-4	0	sudoku
19	28	G	N	0	1	sudoku
19	29	B	N	-13	1	sudoku
19	30	B	S	14	1	sudoku
19	31	R	N	0	1	sudoku
19	32	G	N	0	0	sudoku
19	33	R	S	0	1	sudoku
19	34	Y	N	-4	0	sudoku
19	35	G	S	0	1	sudoku
19	36	R	S	1	1	sudoku
19	37	Y	S	-2	0	sudoku
19	38	Y	S	2	0	sudoku
19	39	B	N	10	0	sudoku
19	40	R	N	0	1	sudoku
19	41	G	N	0	1	sudoku
19	42	R	S	0	1	sudoku
19	43	R	S	0	1	sudoku
19	44	Y	S	-4	0	sudoku
19	45	G	S	2	1	sudoku
19	46	G	N	3	0	sudoku
19	47	B	N	-13	1	sudoku
19	48	B	S	-13	0	sudoku
20	1	G	N	0	1	table
20	2	G	S	0	0	table
20	3	R	N	0	1	table
20	4	B	N	-3	0	table
20	5	Y	S	-3	0	table
20	6	Y	S	3	1	table
20	7	B	N	-4	0	table
20	8	B	S	4	0	table
20	9	R	S	0	1	table
20	10	G	N	-3	1	table
20	11	R	N	0	1	table
20	12	Y	S	4	1	table
20	13	B	S	-5	0	table
20	14	B	S	3	0	table
20	15	Y	S	3	0	table
20	16	G	S	2	1	table
20	17	R	N	0	1	table
20	18	R	N	0	1	table
20	19	G	S	0	1	table
20	20	R	N	0	1	table
20	21	Y	N	-4	1	table
20	22	Y	N	-4	1	table
20	23	B	S	-4	0	table
20	24	G	N	0	1	table
20	25	G	S	0	0	table
20	26	R	N	0	1	table
20	27	R	N	0	1	table
20	28	G	N	0	0	table
20	29	B	N	-5	0	table
20	30	B	N	3	0	table
20	31	Y	S	3	1	table
20	32	B	N	-5	0	table
20	33	Y	S	3	1	table
20	34	Y	S	2	0	table
20	35	G	S	0	1	table
20	36	R	S	0	1	table
20	37	R	N	0	1	table
20	38	G	N	0	1	table
20	39	Y	S	-4	0	table
20	40	G	N	0	0	table
20	41	G	S	0	1	table
20	42	R	N	0	1	table
20	43	B	S	-4	0	table
20	44	R	S	0	1	table
20	45	B	S	-5	0	table
20	46	B	S	5	0	table
20	47	Y	N	-4	1	table
20	48	Y	S	3	1	table
