person	Trial	Color	Direction	Subject Position (0-40)	Accuracy (0 OR 1)	condition
2	26	G	S	0	1	sudoku
2	27	R	N	0	1	sudoku
2	28	R	S	0	1	sudoku
2	29	G	N	0	0	sudoku
2	30	Y	S	0	0	sudoku
2	31	B	S	17	1	sudoku
2	32	G	S	0	1	sudoku
2	33	Y	N	0	0	sudoku
2	34	R	N	0	1	sudoku
2	35	R	N	0	1	sudoku
2	36	R	S	0	1	sudoku
2	37	Y	N	0	0	sudoku
2	38	B	N	17	0	sudoku
2	39	G	N	0	1	sudoku
2	40	Y	S	0	0	sudoku
2	41	G	S	0	1	sudoku
2	42	R	S	0	1	sudoku
2	43	Y	S	0	0	sudoku
2	44	Y	S	0	0	sudoku
2	45	B	S	-17	0	sudoku
2	46	G	S	0	1	sudoku
2	47	R	S	0	1	sudoku
2	48	Y	N	0	0	sudoku
3	1	B	S	0	0	sudoku
3	2	Y	N	0	0	sudoku
3	3	G	N	0	1	sudoku
3	4	Y	N	0	0	sudoku
3	5	B	N	9	0	sudoku
3	6	R	N	0	1	sudoku
3	7	R	N	0	1	sudoku
3	8	G	S	0	1	sudoku
3	9	B	S	9	0	sudoku
3	10	Y	S	0	0	sudoku
3	11	G	S	0	1	sudoku
3	12	B	S	-9	0	sudoku
3	13	R	S	0	1	sudoku
3	14	B	S	-9	0	sudoku
3	15	G	N	0	1	sudoku
3	16	Y	N	0	0	sudoku
3	17	Y	S	0	0	sudoku
3	18	G	S	0	1	sudoku
3	19	B	N	13	0	sudoku
3	20	R	S	0	1	sudoku
3	21	G	S	0	1	sudoku
3	22	Y	N	0	0	sudoku
3	23	B	N	-13	1	sudoku
3	24	G	S	0	1	sudoku
3	25	Y	N	0	0	sudoku
3	26	R	N	0	1	sudoku
3	27	R	N	0	1	sudoku
3	28	G	S	0	1	sudoku
3	29	B	S	9	1	sudoku
3	30	R	N	0	0	sudoku
3	31	G	S	0	0	sudoku
3	32	Y	N	0	0	sudoku
3	33	B	S	-9	0	sudoku
3	34	G	N	0	1	sudoku
3	35	G	S	0	0	sudoku
3	36	B	N	13	0	sudoku
3	37	Y	S	9	0	sudoku
3	38	R	N	0	1	sudoku
3	39	R	S	0	1	sudoku
3	40	B	S	13	1	sudoku
3	41	Y	N	-9	1	sudoku
3	42	G	S	0	1	sudoku
3	43	G	S	0	1	sudoku
3	44	Y	S	-9	0	sudoku
3	45	B	N	13	0	sudoku
3	46	R	N	0	1	sudoku
3	47	Y	S	0	0	sudoku
3	48	Y	N	-9	1	sudoku
4	1	R	S	0	1	sudoku
4	2	G	S	0	1	sudoku
4	3	Y	N	0	0	sudoku
4	4	B	S	0	0	sudoku
4	5	G	S	0	1	sudoku
4	6	Y	S	0	0	sudoku
4	7	B	N	0	0	sudoku
4	8	R	S	0	1	sudoku
4	9	R	S	0	1	sudoku
4	10	Y	S	0	0	sudoku
4	11	G	S	0	1	sudoku
4	12	R	N	0	1	sudoku
4	13	B	S	0	0	sudoku
4	14	B	N	0	0	sudoku
4	15	Y	S	0	0	sudoku
4	16	Y	N	0	0	sudoku
4	17	G	N	0	1	sudoku
4	18	R	N	0	1	sudoku
4	19	Y	N	0	0	sudoku
4	20	B	N	0	0	sudoku
4	21	G	N	0	1	sudoku
4	22	R	S	0	1	sudoku
4	23	Y	N	0	0	sudoku
4	24	B	S	0	0	sudoku
4	25	G	N	0	1	sudoku
4	26	G	S	0	1	sudoku
4	27	B	N	0	0	sudoku
4	28	R	N	0	1	sudoku
4	29	R	S	0	1	sudoku
4	30	Y	S	0	0	sudoku
4	31	B	S	0	0	sudoku
4	32	Y	S	0	0	sudoku
4	33	G	N	0	1	sudoku
4	34	B	S	0	0	sudoku
4	35	R	N	0	1	sudoku
4	36	Y	S	0	0	sudoku
4	37	Y	S	0	0	sudoku
4	38	B	N	0	0	sudoku
4	39	G	N	0	1	sudoku
4	40	Y	N	0	0	sudoku
4	41	R	N	0	1	sudoku
4	42	B	S	0	0	sudoku
4	43	B	N	0	0	sudoku
4	44	Y	N	0	0	sudoku
4	45	G	N	0	1	sudoku
4	46	Y	S	0	0	sudoku
4	47	B	S	0	0	sudoku
4	48	R	S	0	1	sudoku
5	1	B	S	0	0	table
5	2	R	S	-2	1	table
5	3	G	S	-2	0	table
5	4	Y	S	-1	0	table
5	5	B	S	12	1	table
5	6	Y	S	-6	0	table
5	7	G	S	2	0	table
5	8	G	S	2	1	table
5	9	R	N	0	1	table
5	10	Y	N	-6	1	table
5	11	B	N	-14	1	table
5	12	R	S	-1	1	table
5	13	B	S	15	1	table
5	14	B	N	15	0	table
5	15	R	S	0	1	table
5	16	G	N	3	0	table
5	17	B	N	-16	1	table
5	18	G	N	2	0	table
5	19	R	N	0	1	table
5	20	Y	N	-9	0	table
5	21	R	S	-1	1	table
5	22	Y	N	-14	1	table
5	23	B	N	15	0	table
5	24	G	N	-2	1	table
5	25	B	S	-15	0	table
5	26	B	S	-15	0	table
5	27	B	S	-15	0	table
5	28	Y	N	12	0	table
5	29	R	N	0	1	table
5	30	R	N	0	1	table
5	31	Y	S	0	0	table
5	32	B	S	15	1	table
5	33	Y	N	-11	1	table
5	34	B	N	-14	1	table
5	35	G	N	4	0	table
5	36	R	S	0	1	table
5	37	G	N	0	1	table
5	38	B	S	15	1	table
5	39	G	S	3	1	table
5	40	B	S	-14	0	table
5	41	Y	S	11	1	table
5	42	B	N	-14	1	table
5	43	B	N	-14	1	table
5	44	B	S	-14	0	table
5	45	R	N	0	1	table
5	46	Y	N	11	0	table
5	47	G	S	-6	0	table
5	48	G	S	7	1	table
6	1	G	N	6	1	sudoku
6	2	B	N	0	0	sudoku
6	3	B	S	0	0	sudoku
6	4	G	S	-2	0	sudoku
6	5	Y	N	0	0	sudoku
6	6	R	N	4	0	sudoku
6	7	B	S	0	1	sudoku
6	8	Y	S	3	0	sudoku
6	9	G	S	3	1	sudoku
6	10	B	S	-2	0	sudoku
6	11	B	S	-2	0	sudoku
6	12	R	N	-2	1	sudoku
6	13	Y	N	0	0	sudoku
6	14	G	S	0	0	sudoku
6	15	G	N	0	1	sudoku
6	16	B	S	0	0	sudoku
6	17	Y	N	0	0	sudoku
6	18	R	S	0	0	sudoku
6	19	B	S	0	0	sudoku
6	20	G	S	0	1	sudoku
6	21	Y	S	0	0	sudoku
6	22	R	S	2	1	sudoku
6	23	B	S	2	1	sudoku
6	24	Y	N	0	0	sudoku
6	25	B	N	0	0	sudoku
6	26	B	N	0	0	sudoku
6	27	R	N	0	1	sudoku
6	28	B	N	0	1	sudoku
6	29	B	S	0	0	sudoku
6	30	G	N	0	1	sudoku
6	31	Y	S	0	1	sudoku
6	32	G	N	0	0	sudoku
6	33	R	S	0	1	sudoku
6	34	Y	N	0	0	sudoku
6	35	Y	S	0	1	sudoku
6	36	B	N	0	1	sudoku
6	37	B	S	0	0	sudoku
6	38	R	N	0	1	sudoku
6	39	R	S	0	1	sudoku
6	40	B	N	0	1	sudoku
6	41	G	N	0	1	sudoku
6	42	B	N	0	0	sudoku
6	43	R	S	0	1	sudoku
6	44	G	S	0	0	sudoku
6	45	Y	N	0	1	sudoku
6	46	B	N	0	0	sudoku
6	47	B	S	0	0	sudoku
6	48	G	S	0	0	sudoku
7	1	Y	S	0	0	table
7	2	R	S	0	1	table
7	3	B	N	1	0	table
7	4	G	N	-1	0	table
7	5	Y	N	0	0	table
7	6	R	S	0	1	table
7	7	B	S	-6	0	table
7	8	Y	N	-7	0	table
7	9	Y	N	-8	1	table
7	10	R	N	0	1	table
7	11	G	S	1	1	table
7	12	B	S	4	0	table
7	13	R	S	0	1	table
7	14	B	S	0	0	table
7	15	Y	S	3	0	table
7	16	B	N	-17	1	table
7	17	G	N	-9	1	table
7	18	R	S	0	1	table
7	19	B	N	0	0	table
7	20	Y	S	3	1	table
7	21	B	S	-3	0	table
7	22	R	S	0	1	table
7	23	R	N	0	1	table
7	24	B	N	0	0	table
7	25	G	S	0	0	table
7	26	R	N	0	0	table
7	27	B	S	0	0	table
7	28	B	S	0	0	table
7	29	Y	N	-4	0	table
7	30	Y	S	3	1	table
7	31	G	N	-2	1	table
7	32	Y	S	5	0	table
7	33	G	N	-3	0	table
7	34	Y	N	-8	1	table
7	35	R	S	0	1	table
7	36	R	N	0	1	table
7	37	B	N	17	0	table
7	38	Y	N	0	0	table
7	39	G	N	-5	1	table
7	40	B	S	15	1	table
7	41	G	S	-4	0	table
7	42	R	S	0	1	table
7	43	Y	S	-11	0	table
7	44	Y	S	-9	0	table
7	45	B	S	-13	0	table
7	46	R	N	0	1	table
7	47	B	N	-12	1	table
7	48	G	N	0	1	table
8	1	Y	S	0	0	table
8	2	R	S	0	1	table
8	3	G	N	3	0	table
8	4	R	S	0	0	table
8	5	B	S	11	1	table
8	6	B	S	-10	0	table
8	7	Y	S	0	0	table
8	8	G	N	7	0	table
8	9	B	S	-12	0	table
8	10	B	S	0	0	table
8	11	Y	S	10	0	table
8	12	G	N	0	0	table
8	13	R	N	0	1	table
8	14	B	N	14	0	table
8	15	R	S	0	0	table
8	16	R	N	0	1	table
8	17	Y	N	-11	1	table
8	18	Y	S	11	1	table
8	19	R	S	0	0	table
8	20	Y	S	-7	0	table
8	21	R	N	0	1	table
8	22	Y	S	8	1	table
8	23	G	S	-7	0	table
8	24	R	S	1	1	table
8	25	B	N	0	0	table
8	26	B	S	11	1	table
8	27	Y	S	-8	0	table
8	28	R	N	0	1	table
8	29	G	S	0	1	table
8	30	G	N	-6	1	table
8	31	Y	N	0	0	table
8	32	R	N	0	1	table
8	33	B	N	12	0	table
8	34	B	S	-11	0	table
8	35	B	S	-12	0	table
8	36	Y	S	0	0	table
8	37	G	N	-7	1	table
8	38	Y	N	7	0	table
8	39	B	S	0	0	table
8	40	G	N	7	0	table
8	41	B	N	12	0	table
8	42	B	N	-12	1	table
8	43	B	S	12	1	table
8	44	G	N	-6	1	table
8	45	R	N	0	1	table
8	46	B	S	0	0	table
8	47	R	N	0	1	table
8	48	Y	N	7	0	table
9	1	B	N	0	0	sudoku
9	2	B	S	8	0	sudoku
9	3	G	S	8	1	sudoku
9	4	B	S	-4	0	sudoku
9	5	Y	N	0	1	sudoku
9	6	G	N	-4	1	sudoku
9	7	G	N	4	0	sudoku
9	8	Y	N	0	1	sudoku
9	9	Y	S	0	0	sudoku
9	10	R	S	0	0	sudoku
9	11	R	S	0	1	sudoku
9	12	R	S	0	1	sudoku
9	13	B	N	-4	0	sudoku
9	14	Y	N	0	1	sudoku
9	15	G	S	4	0	sudoku
9	16	R	N	0	1	sudoku
9	17	R	N	0	1	sudoku
9	18	Y	S	0	0	sudoku
9	19	B	S	-8	0	sudoku
9	20	G	N	0	0	sudoku
9	21	G	S	6	1	sudoku
9	22	B	N	6	0	sudoku
9	23	Y	S	0	0	sudoku
9	24	R	N	0	1	sudoku
9	25	Y	N	0	0	sudoku
9	26	Y	S	0	1	sudoku
9	27	G	S	0	0	sudoku
9	28	R	S	0	0	sudoku
9	29	G	N	-4	0	sudoku
9	30	R	N	0	1	sudoku
9	31	Y	S	0	1	sudoku
9	32	B	S	0	1	sudoku
9	33	B	N	6	0	sudoku
9	34	B	N	6	0	sudoku
9	35	G	S	0	0	sudoku
9	36	R	S	0	0	sudoku
9	37	B	S	0	0	sudoku
9	38	R	N	0	1	sudoku
9	39	G	N	0	0	sudoku
9	40	G	S	0	0	sudoku
9	41	G	N	0	0	sudoku
9	42	Y	N	0	1	sudoku
9	43	R	S	0	1	sudoku
9	44	Y	N	0	1	sudoku
9	45	B	S	-8	0	sudoku
9	46	R	S	0	1	sudoku
9	47	B	N	0	0	sudoku
9	48	Y	S	0	1	sudoku
10	1	G	N	-4	1	sudoku
10	2	B	S	0	0	sudoku
10	3	R	S	0	1	sudoku
10	4	R	S	0	1	sudoku
10	5	G	N	-2	0	sudoku
10	6	Y	N	0	1	sudoku
10	7	B	S	6	1	sudoku
10	8	Y	N	0	0	sudoku
10	9	Y	S	0	1	sudoku
10	10	G	N	4	0	sudoku
10	11	B	S	4	1	sudoku
10	12	R	S	0	1	sudoku
10	13	B	S	-2	0	sudoku
10	14	B	N	-2	0	sudoku
10	15	G	S	-2	0	sudoku
10	16	G	N	-2	1	sudoku
10	17	G	S	-2	1	sudoku
10	18	Y	N	0	1	sudoku
10	19	B	S	4	0	sudoku
10	20	R	N	0	1	sudoku
10	21	Y	N	0	0	sudoku
10	22	R	S	0	1	sudoku
10	23	R	S	0	1	sudoku
10	24	Y	S	0	0	sudoku
10	25	G	S	-4	0	sudoku
10	26	B	S	-4	0	sudoku
10	2	G	S	0	0	sudoku
10	28	R	N	0	1	sudoku
10	29	B	N	-4	0	sudoku
10	30	G	S	0	1	sudoku
10	31	Y	S	0	1	sudoku
10	32	B	S	-6	0	sudoku
10	33	R	S	0	1	sudoku
10	34	Y	S	0	1	sudoku
10	35	R	N	0	1	sudoku
10	36	Y	N	0	1	sudoku
10	37	Y	N	0	0	sudoku
10	38	R	N	0	1	sudoku
10	9	G	N	-2	0	sudoku
10	40	Y	N	0	1	sudoku
10	41	B	S	0	1	sudoku
10	42	B	N	0	0	sudoku
10	43	Y	S	0	1	sudoku
10	44	G	N	-3	1	sudoku
10	45	B	N	0	0	sudoku
10	46	R	N	0	1	sudoku
10	47	R	N	0	1	sudoku
10	48	G	S	2	0	sudoku
11	1	B	S	-9	0	sudoku
11	2	Y	S	0	0	sudoku
11	3	G	N	-8	0	sudoku
11	4	R	S	0	1	sudoku
11	5	G	S	-6	0	sudoku
11	6	Y	N	0	0	sudoku
11	7	G	S	5	1	sudoku
11	8	R	N	4	0	sudoku
11	9	B	S	-2	0	sudoku
11	10	R	N	-2	1	sudoku
11	11	Y	S	0	0	sudoku
11	12	B	S	-6	0	sudoku
11	13	G	S	-4	0	sudoku
11	14	B	N	0	1	sudoku
11	15	R	S	0	1	sudoku
11	16	Y	S	-3	0	sudoku
11	17	B	N	2	0	sudoku
11	18	R	S	0	1	sudoku
11	19	B	S	0	0	sudoku
11	20	Y	N	-2	0	sudoku
11	21	G	N	0	0	sudoku
11	22	Y	S	0	0	sudoku
11	23	G	N	-2	0	sudoku
11	24	R	N	0	0	sudoku
11	25	B	N	0	0	sudoku
11	26	G	S	10	1	sudoku
11	27	Y	S	10	1	sudoku
11	28	B	N	-5	0	sudoku
11	29	R	N	0	0	sudoku
11	30	Y	N	5	0	sudoku
11	31	Y	S	2	0	sudoku
11	32	R	S	0	1	sudoku
11	33	B	N	0	0	sudoku
11	34	G	N	0	0	sudoku
11	35	R	N	0	1	sudoku
11	36	G	N	0	0	sudoku
11	37	R	S	0	1	sudoku
11	38	Y	S	-5	0	sudoku
11	39	R	N	0	1	sudoku
11	40	B	N	-10	0	sudoku
11	41	Y	S	0	0	sudoku
11	42	B	S	10	0	sudoku
11	43	B	N	0	0	sudoku
11	44	R	N	0	1	sudoku
11	45	G	N	0	0	sudoku
11	46	G	S	-2	0	sudoku
11	47	G	S	-2	0	sudoku
11	48	Y	S	2	0	sudoku
12	1	Y	S	-2	0	sudoku
12	2	Y	N	0	0	sudoku
12	3	R	N	0	1	sudoku
12	4	B	S	-2	0	sudoku
12	5	Y	S	0	0	sudoku
12	6	R	N	0	1	sudoku
12	7	R	S	0	1	sudoku
12	8	G	N	0	1	sudoku
12	9	B	S	9	1	sudoku
12	10	G	S	0	1	sudoku
12	11	B	N	-9	0	sudoku
12	12	G	S	0	1	sudoku
12	13	G	S	0	0	sudoku
12	14	R	N	0	1	sudoku
12	15	R	N	0	1	sudoku
12	16	G	S	0	1	sudoku
12	17	G	S	0	0	sudoku
12	18	Y	N	2	0	sudoku
12	19	B	N	-9	0	sudoku
12	20	R	S	0	1	sudoku
12	21	Y	N	2	0	sudoku
12	22	Y	S	-2	0	sudoku
12	23	B	N	9	0	sudoku
12	24	B	N	-9	1	sudoku
12	25	R	N	0	1	sudoku
12	26	R	N	0	1	sudoku
12	27	Y	S	0	0	sudoku
12	28	R	S	0	1	sudoku
12	29	G	S	0	1	sudoku
12	30	Y	S	-2	0	sudoku
12	31	B	N	-9	1	sudoku
12	32	B	S	9	0	sudoku
12	33	G	S	0	1	sudoku
12	34	Y	S	-5	0	sudoku
12	35	G	N	0	1	sudoku
12	36	B	S	-10	0	sudoku
12	37	B	S	10	1	sudoku
12	38	Y	N	5	0	sudoku
12	39	Y	S	-5	1	sudoku
12	40	G	N	0	1	sudoku
12	41	B	S	10	1	sudoku
12	42	B	N	10	0	sudoku
12	43	R	S	0	1	sudoku
12	44	G	N	0	1	sudoku
12	45	Y	N	0	0	sudoku
12	46	R	N	0	1	sudoku
12	47	G	N	0	1	sudoku
12	48	R	S	0	1	sudoku
13	1	Y	S	0	1	table
13	2	R	S	0	1	table
13	3	B	N	0	0	table
13	4	G	N	0	1	table
13	5	R	S	0	1	table
13	6	Y	N	0	0	table
13	7	Y	S	0	1	table
13	8	B	N	-2	0	table
13	9	B	N	-4	1	table
13	10	R	S	0	1	table
13	11	G	N	0	1	table
13	12	G	S	0	0	table
13	13	R	N	0	1	table
13	14	R	S	0	1	table
13	15	Y	N	0	1	table
13	16	R	N	0	1	table
13	17	B	N	-10	1	table
13	18	B	S	10	1	table
13	19	G	S	-2	0	table
13	20	Y	N	0	0	table
13	21	Y	N	5	0	table
13	22	G	N	-5	1	table
13	23	B	S	10	1	table
13	24	G	N	5	0	table
13	25	G	S	5	1	table
13	26	G	N	-5	1	table
13	27	Y	N	-9	1	table
13	28	B	S	10	1	table
13	29	Y	S	-9	0	table
13	30	R	S	0	1	table
13	31	R	N	0	1	table
13	32	B	S	10	1	table
13	33	G	S	-5	0	table
13	34	Y	S	5	0	table
13	35	B	S	-10	0	table
13	36	R	N	0	1	table
13	37	R	S	0	1	table
13	38	Y	N	-5	1	table
13	39	Y	S	5	0	table
13	40	R	N	0	1	table
13	41	B	S	-10	0	table
13	42	G	S	5	1	table
13	43	G	S	-5	0	table
13	44	B	N	-10	1	table
13	45	R	S	0	1	table
13	46	B	S	-10	0	table
13	47	G	N	5	0	table
13	48	Y	N	-5	1	table
14	1	R	S	0	1	table
14	2	G	N	0	1	table
14	3	R	S	0	1	table
14	4	Y	S	0	1	table
14	5	G	N	0	1	table
14	6	R	S	0	1	table
14	7	B	S	0	0	table
14	8	B	S	0	0	table
14	9	G	S	0	1	table
14	10	Y	N	0	0	table
14	11	Y	N	0	0	table
14	12	B	N	0	0	table
14	13	B	N	0	0	table
14	14	G	N	0	1	table
14	15	Y	S	-2	0	table
14	16	G	S	0	0	table
14	17	B	N	-2	0	table
14	18	B	N	0	0	table
14	19	Y	S	2	1	table
14	20	G	S	0	1	table
14	21	R	S	0	1	table
14	22	Y	S	2	0	table
14	23	R	S	0	1	table
14	24	R	S	0	1	table
14	25	B	S	-2	0	table
14	26	B	S	2	1	table
14	27	Y	N	0	1	table
14	28	Y	S	2	1	table
14	29	R	N	0	1	table
14	30	B	N	0	0	table
14	31	Y	S	0	0	table
14	32	G	N	0	1	table
14	33	G	S	0	1	table
14	34	R	N	0	1	table
14	35	R	S	0	1	table
14	36	G	N	0	1	table
14	37	G	N	0	0	table
14	38	B	N	2	0	table
14	39	G	S	0	1	table
14	40	B	S	2	0	table
14	41	G	N	0	1	table
14	42	R	N	0	1	table
14	43	R	N	0	1	table
14	44	Y	N	-2	0	table
14	45	B	N	2	0	table
14	46	R	N	0	1	table
14	47	Y	S	2	1	table
14	48	Y	S	-2	0	table
15	1	Y	N	-3	0	table
15	2	G	S	5	1	table
15	3	G	N	-5	0	table
15	4	G	N	5	0	table
15	5	R	N	0	1	table
15	6	B	S	15	1	table
15	7	B	S	-15	0	table
15	8	Y	N	-3	1	table
15	9	B	S	15	1	table
15	10	R	N	0	1	table
15	11	Y	N	-5	1	table
15	12	R	N	0	1	table
15	13	G	S	5	1	table
15	14	R	N	0	1	table
15	15	G	S	-5	0	table
15	16	B	S	-15	0	table
15	17	R	N	0	1	table
15	18	Y	S	9	1	table
15	19	Y	N	-9	1	table
15	20	R	N	0	0	table
15	21	B	N	15	0	table
15	22	Y	S	9	1	table
15	23	G	N	-5	1	table
15	24	B	S	15	1	table
15	25	R	S	10	1	table
15	26	G	N	5	0	table
15	27	Y	N	-5	1	table
15	28	G	N	5	0	table
15	29	Y	N	-5	1	table
15	30	B	N	15	0	table
15	31	R	S	0	1	table
15	32	B	S	-15	0	table
15	33	Y	S	-10	0	table
15	34	R	S	0	1	table
15	35	B	S	-15	0	table
15	36	G	S	5	1	table
15	37	Y	S	-8	0	table
15	38	B	S	15	1	table
15	39	R	S	0	1	table
15	40	B	N	15	0	table
15	41	R	S	0	1	table
15	42	G	S	-5	0	table
15	43	Y	S	8	1	table
15	44	G	N	-5	1	table
15	45	R	N	0	1	table
15	46	G	N	5	0	table
15	47	Y	S	-6	0	table
15	48	B	S	15	1	table
16	1	R	S	0	1	table
16	2	B	S	-2	0	table
16	3	G	N	-3	0	table
16	4	Y	S	4	0	table
16	5	B	N	-3	0	table
16	6	R	N	0	1	table
16	7	Y	N	-2	0	table
16	8	Y	S	2	0	table
16	9	R	S	0	1	table
16	10	B	N	-2	0	table
16	11	G	N	1	1	table
16	12	R	S	0	1	table
16	13	G	S	-1	1	table
16	14	R	N	0	1	table
16	15	Y	N	-2	0	table
16	16	R	S	0	1	table
16	17	B	N	2	0	table
16	18	Y	S	-1	0	table
16	19	B	N	-3	0	table
16	20	B	N	3	0	table
16	21	R	N	0	1	table
16	22	G	N	-2	1	table
16	23	G	S	2	1	table
16	24	Y	S	-3	0	table
16	25	G	N	2	0	table
16	26	Y	S	3	0	table
16	27	G	N	-3	1	table
16	28	Y	S	2	0	table
16	29	B	S	0	0	table
16	30	R	S	0	1	table
16	31	B	N	-1	0	table
16	32	Y	N	3	0	table
16	33	R	S	0	1	table
16	34	B	N	0	1	table
16	35	G	N	-3	1	table
16	36	B	S	-3	0	table
16	37	Y	S	2	0	table
16	38	R	S	0	1	table
16	39	B	S	-3	0	table
16	40	R	N	0	1	table
16	41	G	N	-3	1	table
16	42	Y	S	-2	0	table
16	43	G	S	2	0	table
16	44	R	S	0	1	table
16	45	G	N	-3	1	table
16	46	Y	S	-3	0	table
16	47	B	S	3	0	table
16	48	R	N	0	1	table
17	1	Y	S	-2	0	tableFail
17	2	G	S	-2	0	tableFail
17	3	Y	N	-2	1	tableFail
17	4	R	S	-2	1	tableFail
17	5	B	N	-2	0	tableFail
17	6	G	N	-2	0	tableFail
17	7	B	S	-2	0	tableFail
17	8	R	N	-2	1	tableFail
17	9	Y	N	-2	1	tableFail
17	10	G	S	-2	0	tableFail
17	11	R	S	-2	0	tableFail
17	12	B	S	-2	0	tableFail
17	13	B	N	-2	0	tableFail
17	14	Y	N	-2	0	tableFail
17	15	G	N	-2	0	tableFail
17	16	B	N	-2	0	tableFail
17	17	B	S	-2	1	tableFail
17	18	G	S	-2	0	tableFail
17	19	G	S	-2	0	tableFail
17	20	Y	N	2	1	tableFail
17	21	R	N	-2	1	tableFail
17	22	Y	S	-2	1	tableFail
17	23	R	N	-2	1	tableFail
17	24	R	N	-2	1	tableFail
17	25	Y	N	-2	1	tableFail
17	26	G	S	-2	1	tableFail
17	27	Y	N	-2	1	tableFail
17	28	G	N	2	0	tableFail
17	29	B	S	-2	0	tableFail
17	30	G	N	-2	0	tableFail
17	31	Y	S	-2	1	tableFail
17	32	B	S	-2	1	tableFail
17	33	R	N	-2	1	tableFail
17	34	Y	S	-2	1	tableFail
17	35	Y	S	-2	1	tableFail
17	36	R	S	-2	0	tableFail
17	37	R	S	2	1	tableFail
17	38	B	N	-2	0	tableFail
17	39	R	S	-2	0	tableFail
17	40	Y	S	-2	0	tableFail
17	41	Y	N	-2	1	tableFail
17	42	Y	S	-2	1	tableFail
17	43	G	S	-2	1	tableFail
17	44	R	N	-2	1	tableFail
17	45	Y	N	-2	0	tableFail
17	46	R	N	-2	1	tableFail
17	47	B	S	-2	0	tableFail
17	48	B	S	2	0	tableFail
18	1	B	N	0	1	table
18	2	B	S	14	1	table
18	3	R	N	0	1	table
18	4	R	S	0	1	table
18	5	G	N	0	0	table
18	6	Y	S	0	0	table
18	7	Y	S	-10	0	table
18	8	R	S	0	1	table
18	9	G	S	0	1	table
18	10	Y	S	0	0	table
18	11	G	N	0	1	table
18	12	B	S	-8	0	table
18	13	B	S	0	0	table
18	14	R	S	0	1	table
18	15	G	N	-4	1	table
18	16	R	N	0	1	table
18	17	B	N	12	0	table
18	18	Y	N	0	0	table
18	19	G	S	0	1	table
18	20	G	S	0	1	table
18	21	Y	S	8	1	table
18	22	Y	S	-10	0	table
18	23	B	S	0	0	table
18	24	R	S	0	1	table
18	25	Y	N	0	1	table
18	26	G	N	-2	0	table
18	27	B	N	0	0	table
18	28	R	S	0	1	table
18	29	R	N	0	1	table
18	30	G	N	0	0	table
18	31	B	S	16	1	table
18	32	Y	S	0	0	table
18	33	Y	S	12	1	table
18	34	G	N	0	1	table
18	35	B	S	16	1	table
18	36	R	N	0	1	table
18	37	G	S	0	0	table
18	38	Y	S	0	0	table
18	39	Y	N	-12	1	table
18	40	G	N	-8	1	table
18	41	G	S	8	1	table
18	42	Y	N	12	0	table
18	43	B	N	16	0	table
18	44	B	N	16	0	table
18	45	R	N	0	1	table
18	46	R	S	0	1	table
18	47	B	N	16	0	table
18	48	R	N	0	1	table
